perfis,grauSatisfacao,observacao,versao,dataHora,municipio
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL""]",INSATISFEITO,"O sistema e-sus deixou de se comunicar novamente com o CADSUS, logo não temos acesso aos pacientes cadastrados na base nacional. Para os agentes de saúde que dependem dos dados para cadastro fica ruim quando isso acontece.",5.0.4,16-08-2022 10:38:13,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""ENFERMEIRO""]",INDIFERENTE,tela muito poluída visualmente,5.0.4,16-08-2022 10:38:45,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""MÉDICO"",""DIGITADOR""]",SATISFEITO,Adicionar Endoscopia Digestiva Alta na solicitação e resultado de exames. Permitir edição e criação de grupo de exames rotina.,5.0.4,16-08-2022 10:40:26,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""VISUALIZAR PRONTUÁRIOS""]",SATISFEITO,"na ficha individual, deixar o campo cpf/cns do responsável como campo obrigatório quando o cidadão da ficha não for o responsável do domicilio. Assim evitamos erros nas fichas individuais, domiciliares e consequentemente eliminar um tipo de inconsistência (inconsistências relacionadas ao domicílio ou à família - nº 3: responsável não declarado no cadastro individual. E inconsistências relacionadas aos cidadãos - nº 7: responsável não informado)",5.0.4,16-08-2022 10:42:09,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""ENFERMEIRO"",""VISUALIZAR PRONTUÁRIOS"",""UNIFICAÇÃO DE CADASTRO"",""DIGITADOR""]",INSATISFEITO,"os exames ainda demandam muito tempo para serem inseridos, que tal - inserir um campo com data para inserção de todos os exames realizados naquela data -  onde somente teria que marcar o exame e a data que foi feito , e o proprio sistema ler a data que estou inserindo??",5.0.4,16-08-2022 10:43:35,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""AUXILIAR OU TECNICO DE ENFERMAGEM DA ESF"",""DIGITADOR""]",SATISFEITO,seria bom ver as marcaçoes anteriores  brasilia  df,5.0.4,16-08-2022 10:44:47,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""DIGITADOR""]",MUITO_INSATISFEITO,O problema de comunicação do esus com o sistema nacional persiste a meses e tem atrapalhado o bom desenvolvimento das atividades do trabalho.,5.0.4,16-08-2022 10:45:53,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""ENFERMEIRO"",""DIGITADOR""]",SATISFEITO,poder editar classificação do paciente após finalizar escuta inicial. pacientes mudam status.,5.0.4,16-08-2022 10:46:08,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL""]",INSATISFEITO,o sistema trava muito e perde a conexao com o cadsus,5.0.4,16-08-2022 10:47:39,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""AGENDA/EVOLUÇÃO/DIGITADOR/ATENDIMENTO"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM ESF""]",INSATISFEITO,melhorar acessibilidade,5.0.4,16-08-2022 10:49:06,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""MÉDICO"",""DIGITADOR""]",SATISFEITO,"As atualizações tem sido muito boas, e tenho algumas sugestões para as próximas: - estrutura de tópicos como opção nas ferramentas de edição de texto - relatório operacional com coluna para risco cardiovascular com classificação de risco - Mais opções de relatório operacional: crianças maiores de 5 anos mulheres em idade de cco e mamografia - deixar mais claro os pacientes que já passaram pelo pré-atendimento;  - unificar notificações com o SINAN",5.0.4,16-08-2022 10:50:38,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""DIGITADOR"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE NOVO""]",MUITO_SATISFEITO,"Acho que a unidade de saúde deveria fazer uma linha de transmissão entre unidade e população para facilitar o  acesso a informação aos moradores, tendo em vista que eles hoje utilizam muito watsap isso ia ajudar muito.",5.0.4,16-08-2022 10:51:35,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""OUTRO PROF. NÍVEL SUPERIOR"",""RECEPÇÃO"",""ESCUTA INICIAL"",""AGENDA"",""UNIFICAÇÃO DE CADASTRO"",""DIGITADOR""]",MUITO_INSATISFEITO,tela de cadastro individual aceita vários cadastro do mesmo cidadão;,5.0.4,16-08-2022 10:54:08,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""ENFERMEIRO"",""ENFERMEIRO DA ESTRATÉGIA DE SAÚDE DA FAMÍLIA"",""DIGITADOR""]",SATISFEITO,"Houve muitas melhoras! Ficou mais agil, embora está semana tive perdas de evolução. SUGIRO CIAP2 disponibilizar conforme tabela. Digitalizariamos a especificidade e ele abriria o icone de ciaps2 correspondente para ficar mais celere e mais preciso. DF",5.0.4,16-08-2022 10:55:28,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""MÉDICO"",""DIGITADOR""]",MUITO_INSATISFEITO,bugado,5.0.4,16-08-2022 10:56:24,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""AGENDA"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM ESF""]",SATISFEITO,"nome : LEIDIANA ROCHA , TÉCNICA DE ENFERMAGEM UBS 05 SANTA MARIA -DF  minha sugestão seria : um calculo de IMC para gestantes , quando colocamos os valores de peso e altura no caso de gestantes o IMC fica sobrepeso na maioria das vezes , não identificando que se trata de gestante, outra sugestão seria quando nós tecnicos de enfermagem triamos as gestantes que estava agendadas na esculta inicial não tem como já deixar ela agendada para a próxima consulta ...",5.0.4,16-08-2022 10:56:55,BRASÍLIA/DF
"[""OUTRO PROF. NÍVEL SUPERIOR"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,Tiraram a possibilidade de inserir figuras para melhor compreensão dos pacientes.,5.0.4,16-08-2022 10:57:14,BRASÍLIA/DF
"[""CIRURGIÃO DENTISTA"",""RECEPÇÃO"",""ESCUTA INICIAL"",""DIGITADOR""]",SATISFEITO,DEVERIA TER ALGUM REGISTRO NO PRONTUÁRIO DO PACIENTE QUE ELE FALTOU,5.0.4,16-08-2022 10:57:20,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM ESF"",""AUXILIAR OU TECNICO DE ENFERMAGEM DA ESF"",""DIGITADOR""]",SATISFEITO,"Não poder mais registrar o atendimento tardio ao mesmo tempo em que o paciente está preso em algum atendimento. Gostei muito da nova versão. Facilitou bastante para enxergar o prontuário do paciente. Outra coisa é que possa ser vista a possibilidade de ficar no histórico o que o profissional atendeu, mesmo que esse paciente seja enviado para outro atendimento.",5.0.4,16-08-2022 10:59:51,BRASÍLIA/DF
"[""CIRURGIÃO DENTISTA"",""RECEPÇÃO"",""ESCUTA INICIAL"",""UNIFICAÇÃO DE CADASTRO""]",SATISFEITO,Prescrições favoritas. Pré-cadastro de medicações e orientações.,5.0.4,16-08-2022 11:07:30,BRASÍLIA/DF
"[""TSB - TÉCNICO DE SAÚDE BUCAL"",""RECEPÇÃO"",""ESCUTA INICIAL"",""AGENDA"",""TSB - TÉCNICO EM SAÚDE BUCAL DA ESF"",""UNIFICAÇÃO DE CADASTRO""]",SATISFEITO,Precisando voltar com a atualização com a CADSUS. Facilita muito a nossa vida e do paciente.,5.0.4,16-08-2022 11:09:41,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""DIGITADOR""]",MUITO_INSATISFEITO,"HÁ TEMPOS QUE FALTA A COMUNICAÇÃO COM O CADSUS, NÃO PUXANDO DADOS DA BASE NACIONAL E NEM ATUALIZANDO.",5.0.4,16-08-2022 11:11:00,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""MÉDICO""]",INDIFERENTE,"Onde colocamos ""antropometria e sinais vitais"" deveria estar mais destacado, pois está difícil de encontrar. A área para atestados está um pouco confusa, já que após preenchermos, o atestado fica bem abaixo do campo da tela fazendo com que ele pareca ter ""desaparecido"". O ""ficheiro onde estão as prescrições, exames, encaminhamentos, etc, também deveria estaer mais destacado e, de preferência com cores didtintas.",5.0.4,16-08-2022 11:11:49,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""MÉDICO"",""AGENDA"",""DIGITADOR""]",MUITO_INSATISFEITO,PESSIMA ESSA VERSAO E A PIOR PARTE E QUANDO NÃO CONSEGUIMOS FINALIZAR UM ATENDIMENTO QUE O SISTEMA AVISA QUE HA ALGO PENDENTE MAS NÃO SINALIZA ONDE PESSIMO,5.0.4,16-08-2022 11:16:23,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM ESF"",""DIGITADOR""]",SATISFEITO,AS VACINAS FEITAS EM UMA UBS DEVERIA APARECER EM TODO O SISTEMA DE TODAS AS UBS(S).PACIENTES RECLAMAM QUE NÃO CONSTA EM QUALQUER LUGAR SUAS VACINAS REALIZADAS,5.0.4,16-08-2022 11:18:08,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",SATISFEITO,melhorou registro de controle de pacientes por nível médio,5.0.4,16-08-2022 11:19:37,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""AGENDA/EVOLUÇÃO/DIGITADOR/ATENDIMENTO"",""UNIFICAÇÃO DE CADASTRO"",""DIGITADOR""]",INDIFERENTE,FALTA CRUZAMENTO DE DADOS COM CADSUS,5.0.4,16-08-2022 11:21:02,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""MÉDICO""]",INSATISFEITO,Críticas ao banco de dados,5.0.4,16-08-2022 11:26:25,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""ENFERMEIRO"",""AGENDA/EVOLUÇÃO/DIGITADOR/ATENDIMENTO"",""ENFERMEIRO DA ESTRATÉGIA DE SAÚDE DA FAMÍLIA""]",INSATISFEITO,mais lento,5.0.4,16-08-2022 11:27:02,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""MÉDICO"",""AGENDA"",""AGENDA/EVOLUÇÃO/DIGITADOR/ATENDIMENTO""]",INSATISFEITO,"Sim! Tenho críticas. Uma delas diz respeito à migração de agendas entre perfis. recebi um perfil ligado à INE e estou tendo que reagendar todas as consultas manualmente. Uma vez que trata-se do mesmo profissional, as marcações poderiam ser importadas.",5.0.4,16-08-2022 11:28:00,BRASÍLIA/DF
"[""AGENDA"",""RECEPÇÃO"",""CIDADÃO"",""DIGITADOR"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",INSATISFEITO,não é integrado com o cartão sus,5.0.4,16-08-2022 11:30:06,MARÍLIA/SP
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",MUITO_INSATISFEITO,Se tivesse como apagar não existiria inconsistências  nos módulos mas não tem isso é um absurdo teria que a pá pessoa visualizar erros e apagar na hora tipo né casas duplicadas e pessoas  e facila esso para colocando sus novos isso é um erro de não  ter pelotas rs,5.0.4,16-08-2022 11:34:33,PELOTAS/RS
"[""RECEPÇÃO"",""DIGITADOR""]",INDIFERENTE,"A CONEXÃO COM O CAD SUS NÃO FUNCIONA, PARA FICA TOP SERIA INTERESSANTE SE INSTALAR UM GERADOR DO CARTÃO DO SUS NESSE SISTEMA TMB.",5.0.4,16-08-2022 11:35:25,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""MÉDICO"",""AGENDA/EVOLUÇÃO/DIGITADOR/ATENDIMENTO""]",SATISFEITO,"Histórico aparecer abaixo de medições, na primeira página",5.0.4,16-08-2022 11:37:40,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR"",""GESTOR DA UNIDADE""]",MUITO_INSATISFEITO,A quantidade número de caracteres dos lembretes ficou inadequada. Havíamos adotado esse campo para informar detalhes sobre situações de violência. E a quantidade de caracteres atual ficou insuficiente.,5.0.4,16-08-2022 11:42:05,PALMAS/TO
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""MÉDICO"",""DIGITADOR""]",INSATISFEITO,"Retornar a interface da versão anterior, porém com ícones pequenos que possibilitem acessar as mudanças da nova versão. A interface atual dificulta o manuseio do sistema.",5.0.4,16-08-2022 11:43:59,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""DIGITADOR""]",SATISFEITO,Ajudaria muito para o ACS o relatório de crianças de 0 a 5 anos e gestantes por microárea.,5.0.4,16-08-2022 11:54:37,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",SATISFEITO,"não consigo incluir alergia medicamentosa, não aparece opção de inmcluir.",5.0.4,16-08-2022 12:04:49,MARÍLIA/SP
"[""OUTRO PROF. NÍVEL SUPERIOR"",""ESCUTA INICIAL"",""AGENDA""]",INSATISFEITO,a tela do SOAP ficou muito pequena para ver a evolução,5.0.4,16-08-2022 12:07:54,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""MÉDICO""]",SATISFEITO,"Aumentar a caixa do subjetivo, objetivo e plano!",5.0.4,16-08-2022 12:08:37,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""UNIFICAÇÃO DE CADASTRO""]",INDIFERENTE,"A comunicação entre esta versão do e-SUS e CADSUS não acontece de maneira plena. Portanto não há mais como fornecer o número do CNS de pacientes que procuram a UBS e ainda não possuem o documento. Não há mais como atualizar o Cep das mulheres que fazem o exame de PCCU. Não há mais como atualizar telefone e endereço dos pacientes com procedimentos regulados no SISREG, dentre outros contratempos, a partir do e-SUS.",5.0.4,16-08-2022 12:18:52,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""MÉDICO"",""AGENDA/EVOLUÇÃO/DIGITADOR/ATENDIMENTO""]",SATISFEITO,"No cadastro individual fazer com que CPF e CNS sejam possíveis de busca, encerrar os problemas ativos na aba dos problemas ativos, não conseguimos tirar problemas antigos já resolvidos (tipo puerpério) sem necessidade de abrir atendimento.  estabilização de busca de informação no CADSUS, tirar a caixa de marcação de receber algum auxilio dentro do caixa de morador de rua.  Colocar o campo de responsável domiciliar como obrigatório.",5.0.4,16-08-2022 12:23:32,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""MÉDICO"",""DIGITADOR""]",INSATISFEITO,Não tem opção de formatação do texto no campo de RECOMENDAÇÕES na prescrição da receita médica e nem no formulário de atestado médico. Gostaria que foi incluído um formulário de RELATÓRIO.,5.0.4,16-08-2022 12:40:31,BRASÍLIA/DF
"[""OUTRO PROF. NÍVEL SUPERIOR"",""OUTROS PROFISSIONAIS DE NÍVEL SUPERIOR NASF"",""ESCUTA INICIAL""]",SATISFEITO,Possibilidade de anexar doc pdf,5.0.4,16-08-2022 13:07:58,DOURADOS/MS
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""MÉDICO""]",SATISFEITO,"Acho as funcionalidades melhoraram o leiaute, a usabilidade. Ainda aguardo a possibilidade de geração de relatórios por condições crônicas, para fazer a vigilância pelo e-sus, não por planilhas extras.",5.0.4,16-08-2022 13:13:58,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""ENFERMEIRO"",""AGENDA/EVOLUÇÃO/DIGITADOR/ATENDIMENTO"",""UNIFICAÇÃO DE CADASTRO"",""ENFERMEIRO DA ESTRATÉGIA DE SAÚDE DA FAMÍLIA""]",SATISFEITO,"O aplicativo melhorou a funcionalidade e agregou informações. Mas permanece informações que são removidas da base de dados do DATASUS como: gestantes que terminaram o PN, óbitos, mudança de endereço e Estado. Muitos pacientes permanecem com dois SUS e a inconsistência aumenta. PRECISAMOS ACABAR COM O RETRABALHO.",5.0.4,16-08-2022 13:14:49,BRASÍLIA/DF
"[""TSB - TÉCNICO DE SAÚDE BUCAL"",""RECEPÇÃO"",""ESCUTA INICIAL"",""AGENDA"",""DIGITADOR""]",MUITO_INSATISFEITO,"A parte que corresponde a técnica de higiene dental não permite fazer outros procedimentos que são de nossa atribuição, por exemplo o fornecimento de kit de higiene dental na folha inicial de escuta. Somente é permitido lançar no campo CDS que não conta para a produtividade  individual.",5.0.4,16-08-2022 13:23:36,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""UNIFICAÇÃO DE CADASTRO""]",INDIFERENTE,"aceitar cpf com os pntos e traços em alguns campos de procura , alguns nao aceita se copiar e colar com pontos e traços",5.0.4,16-08-2022 13:58:52,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""AGENDA/EVOLUÇÃO/DIGITADOR/ATENDIMENTO"",""UNIFICAÇÃO DE CADASTRO""]",INSATISFEITO,NO MENU CIDADÃO NÃO CONSIGO BUSCAR O PACIENTE NEM PELO NOME E DATA DE NASCIMENTO NEM POR CPF OU CNS. O QUE DIFICULTA A ATUALIZAÇÃO DO CADASTRO!!!!!,5.0.4,16-08-2022 14:00:40,BRASÍLIA/DF
"[""OUTRO PROF. NÍVEL SUPERIOR"",""RECEPÇÃO"",""ESCUTA INICIAL"",""FISIOTERAPEUTA GERAL"",""AGENDA/EVOLUÇÃO/DIGITADOR/ATENDIMENTO"",""UNIFICAÇÃO DE CADASTRO""]",INSATISFEITO,muita informação na mesma página,5.0.4,16-08-2022 14:08:58,BRASÍLIA/DF
"[""GERENTE DE SERVIÇOS DE ATENÇÃO PRIMÁRIA""]",INDIFERENTE,Dificuldade em visualizar quando registramos pacientes faltosos,5.0.4,16-08-2022 14:11:36,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""DIGITADOR""]",MUITO_INSATISFEITO,Gostaria de poder criar o numero do sus pelo esus e um campo descritivo nas visitas domiciliares.,5.0.4,16-08-2022 14:18:46,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""DIGITADOR""]",MUITO_INSATISFEITO,"vários cadastros desapareceu do nada, endereço  dos cidadãos estão corretos mas quando vai imprimir as receita sai sem endereço, as inconsistências corrigidas não sai continua do mesmo jeito, fora vários outro problemas",5.0.4,16-08-2022 15:53:03,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""AGENDA""]",INDIFERENTE,Melhorar a ficha de cadastro individual e exclusão do paciente.,5.0.4,16-08-2022 15:56:40,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""DIGITADOR""]",INDIFERENTE,"Boa tarde ,quando  o vamos digitar o Município de nascimento trava o sistema, gostaria também se  tivesse um espaço para observação no campo de visita do agente comunitário de saúde.",5.0.4,16-08-2022 15:58:04,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""AGENDA"",""DIGITADOR""]",INSATISFEITO,SISTEMA QUE PODE SER MODIFICADO OS DADOS POR TODOS. SEM SEGURANÇA E CLAREZA E EFICÁCIA NOS DADOS. INCONSISTENTE E INOPERANTE MUITAS VEZES.,5.0.4,16-08-2022 16:01:26,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""MÉDICO"",""DIGITADOR""]",INSATISFEITO,prescrição que não consta no banco de dados deveria poder ser incluida pelo médico prescritor.,5.0.4,16-08-2022 16:07:30,BRASÍLIA/DF
"[""COORDENADOR DA UBS"",""OUTRO PROF. NÍVEL SUPERIOR"",""RECEPÇÃO"",""ESCUTA INICIAL"",""OUTROS PROFISSIONAIS DE NÍVEL SUPERIOR NASF"",""FISIOTERAPEUTA GERAL""]",INSATISFEITO,"Não consigo fazer evolução tardia, erro ao salvar",5.0.4,16-08-2022 16:08:02,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""MÉDICO""]",SATISFEITO,"Gostaria que as fichas de notificação feitas nesta plataforma fossem direto para os registros do ministério (integração do e-sus com SINAN net ou e-sus notifica), pois quanto mais atribuições eu preciso desempenhar, mais tempo dura a consulta e menos pessoas eu consigo atender. Grata!",5.0.4,16-08-2022 16:09:57,BRASÍLIA/DF
"[""OUTRO PROF. NÍVEL SUPERIOR"",""ESCUTA INICIAL"",""AGENDA""]",INDIFERENTE,instabilidade no sistema que não mostra as evoluções feitas e salvas e inacessibilidade do cidadão por conta do cadsus,5.0.4,16-08-2022 16:56:29,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""MÉDICO"",""VISUALIZAR PRONTUÁRIOS"",""AGENDA"",""DIGITADOR""]",INSATISFEITO,"Faltam alguns exames quando vamos inserir no resultado de exames, poderia ser mais completo. Também tenho dificuldades de ver o meu próprio atendimento, quando finalizo, no final do horário, como se o que fosse feito no dia não estivesse disponível para visualização.  Na UBS realizamos atendimentos de urgência, como crise de asma. Não consigo inserir medicamentos feitos na UBS, como por exemplo a sequencia de salbutamol a cada 20 minutos.",5.0.4,16-08-2022 17:16:34,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""ENFERMEIRO"",""AGENDA"",""DIGITADOR""]",SATISFEITO,Se possivel na tela CDS cadastros domiciliar e individual  informar se o domicilio ou usuario já  estão cadastrados e não aceitar cadastros duplicado e gerar inconsistencia. Brasilia - Ceilandia - P Sul,5.0.4,16-08-2022 17:35:47,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL""]",INDIFERENTE,"Não é possível lançar visitas domiciliares quando as pessoas não atendem ou se recusam a fazer o cadastro.  E a visita foi realizada, a produção do Agente fica prejudicada, só é possível lançar se tiver o sus ou Cpf. Se fosse possível lançar o endereço e data para as visitas/cadastro de casas que não atenderam ou se recusaram, ajudaria a qualificar o trabalho.  obs: quem se recusa a fazer o cadastro, se recusa a assinar o termo de recusa do cadastro também. Att: Maria de fatima Bsb - DF",5.0.4,16-08-2022 17:40:34,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL""]",INSATISFEITO,Muitos conflitos nos cadastros domiciliar e individual.  Falta filtro para localizar paciente por condicionalidade de saúde.,5.0.4,16-08-2022 17:44:29,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""MÉDICO""]",INSATISFEITO,"Poderia voltar a comunicação com os outros sistemas como  CADSUS, SICAN, ESUS notifica. Porque temos que registrar a mesma coisa em vários sistemas instáveis. E no registro dos exames acho desnecessario ter que colocar data que solicitou, que realizou e que foi dado o resultado. Atrasa muito  o registro. E varias gestantes colocamos o CID de puerperio e data do desfecho porem ainda constam como gestantes. Não sabemos como resolver.",5.0.4,16-08-2022 18:00:58,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""AGENDA""]",INDIFERENTE,CAIXA DE TEXTO NO CAMPO VISITA DOMICILIAR DO ACS.,5.0.4,16-08-2022 18:02:48,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""CADASTRO CIDADÃO""]",MUITO_SATISFEITO,Precisa melhorar muito com ferramenta de trabalho.,5.0.4,16-08-2022 18:07:24,PALMAS/TO
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""AGENDA"",""DIGITADOR""]",INSATISFEITO,"sim,  uma sugestão: uma tela para devolutiva das visitas dos ACS",5.0.4,16-08-2022 18:44:58,BRASÍLIA/DF
"[""FARMACÊUTICO"",""AGENDA/EVOLUÇÃO/DIGITADOR/ATENDIMENTO""]",SATISFEITO,"- Permitir anexar laudos, relatórios - Permitir prescrição por farmacêutico de medicamentos autorizados",5.0.4,16-08-2022 19:56:33,BRASÍLIA/DF
"[""OUTRO PROF. NÍVEL SUPERIOR"",""ESCUTA INICIAL""]",INDIFERENTE,MELHORAR A BUSCA QUANDO DIGITAR O NOME DO PACIENTE,5.0.4,16-08-2022 20:09:05,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""MÉDICO"",""DIGITADOR""]",MUITO_INSATISFEITO,"A nova atualização tem prejudicado o desenvolvimento de pré-natal e gerado bugs com pré-natais anteriores , mostrando gestantes sem encerramento e dificultando a correção . Nova atualização péssima , demora pra abrir .... muito ruim mesmo",5.0.4,17-08-2022 09:41:12,BRASÍLIA/DF
